School Name,URL,City,State
Crowder College,admissions@crowder.edu,Neosho,MO
Culver-Stockton College,admissions@culver.edu,Canton,MO
Drury University,admissions@drury.edu,Springfield,MO
Evangel University,admissions@evangel.edu,Springfield,MO
Fontbonne University,admissions@fontbonne.edu,Saint Louis,MO
Hannibal-LaGrange,admissions@hlg.edu,Hannibal,MO
Harris-Stowe State University,admissions@hssu.edu,Saint Louis,MO
Jefferson College,admissions@jeffco.edu,Hillsboro,MO
Kansas City University of Medicine and Biosciences,admissions@kcumb.edu,Kansas City,MO
Lincoln University,admissions@lincolne.edu,Jefferson City,MO
Lindenwood University,admissions@lindenwood.edu,Saint Charles,MO
Linn State Technical College,admissions@linnstate.edu,Linn,MO
Maryville University,admissions@maryville.edu,Saint Louis,MO
Metropolitan Community College,admissions@mcckc.edu,Kansas City,MO
Mineral Area College,admissions@mineralarea.edu,Park Hills,MO
Mizzou University of Missouri,admissions@missouri.edu,Columbia,MO
Missouri State University,admissions@missouristate.edu,Springfield,MO
Missouri Valley College,admissions@moval.edu,Marshall,MO
Missouri Southern State University,admissions@mssu.edu,Joplin,MO
Missouri University of Science and Technology,admissions@mst.edu,Rolla,MO
North Central Missouri College,admissions@ncmissouri.edu,Trenton,MO
Nazarene Theological Seminary,admissions@nts.edu,Kansas City,MO
Northwest Missouri State University,admissions@nwmissouri.edu,Maryville,MO
Ozarks Technical Community College,admissions@otc.edu,Springfield,MO
Park University,admissions@park.edu,Parkville,MO
Rockhurst University,admissions@rockhurst.edu,Kansas City,MO
Southwest Baptist University,admissions@sbuniv.edu,Bolivar,MO
South Central Career Center,admissions@scccwp.edu,West Plains,MO
Southeast Missouri State University,admissions@semo.edu,Cape Girardeau,MO
Saint Louis University,admissions@slu.edu,Saint Louis,MO
Saint Charles Community College,admissions@stchas.edu,Cottleville,MO
Saint Louis Community College,admissions@stlcc.edu,Saint Louis,MO
Truman State University,admissions@truman.edu,Kirksville,MO
University of Central Missouri,admissions@ucmo.edu,Warrensburg,MO
University of Missouri Kansas City,admissions@umkc.edu,Kansas City,MO
University of Missouri Saint Louis,admissions@umsl.edu,Saint Louis,MO
University of Missouri System,admissions@umsystem.edu,Columbia,MO
Webster University,admissions@webster.edu,Webster Groves,MO
"Westminster College, Missouri",admissions@westminster-mo.edu,Fulton,MO
Washington University in Saint Louis,admissions@wustl.edu,Saint Louis,MO
Alcorn State University,admissions@alcorn.edu,Lorman,MS
Belhaven University,admissions@belhaven.edu,Jackson,MS
Delta State University,admissions@deltastate.edu,Cleveland,MS
East Mississippi Community College,admissions@eastms.edu,Scooba,MS
Jackson State University,admissions@jsums.edu,Jackson,MS
Mississippi Gulf Coast Community College,admissions@mgccc.edu,Perkinston,MS
Mississippi State University,admissions@mssstate.edu,Mississippi State,MS
Northeast Mississippi Community College,admissions@nemcc.edu,Booneville,MS
The University of Mississippi,admissions@olemiss.edu,University,MS
Pearl River Community College,admissions@prcc.edu,Hattiesburg,MS
Reformed Theological Seminary,admissions@rts.edu,Jackson,MS
University of Mississippi Medical Center,admissions@umc.edu,Jackson,MS
University of Southern Mississippi,admissions@usm.edu,Hattiesburg,MS
William Carey University,admissions@wmcarey.edu,Hattiesburg,MS
Itawamba Community College,admissions@iccms.edu,Fulton,MS
Blackfeet Community College,admissions@bfcc.edu,Browning,MT
Carroll College,admissions@carroll.edu,Helena,MT
Fort Peck Community College,admissions@fpcc.edu,Poplar,MT
Flathead Valley Community College,admissions@fvcc.edu,Kalispell,MT
Miles Community College,admissions@milescc.edu,Miles City,MT
Montana State University,admissions@montana.edu,Bozeman,MT
Montana State University Billings,admissions@msubillings.edu,Billings,MT
Montana State University - Northern,admissions@msun.edu,Havre,MT
Montana Tech of the University of Montana,admissions@mtech.edu,Butte,MT
Montana University System,admissions@mus.edu,Helena,MT
Rocky Mountain College,admissions@rocky.edu,Billings,MT
University of Montana Helena College,admissions@umhelena.edu,Helena,MT
University of Montana,admissions@umt.edu,Missoula,MT
University of Montana Western,admissions@umwestern.edu,Dillon,MT
Asheville-Buncombe Technical Community College,admissions@abtech.edu,Asheville,NC
Alamance Community College,admissions@alamancecc.edu,Burlington,NC
Appalachian State University,admissions@appstate.edu,Boone,NC
Bladen Community College,admissions@bladencc.edu,Dublin,NC
Body Therapy Institute,admissions@bti.edu,Siler City,NC
Campbell University,admissions@campbell.edu,Buies Creek,NC
Cape Fear Community College,admissions@cfcc.edu,Wilmington,NC
Charlotte School of Law,admissions@charlottelaw.edu,Charlotte,NC
Chowan University,admissions@chowan.edu,Murfreesboro,NC
Central Piedmont Community College,admissions@cpcc.edu,Charlotte,NC
Craven Community College,admissions@cravencc.edu,New Bern,NC
Davidson College,admissions@davidson.edu,Davidson,NC
Duke University,admissions@duke.edu,Durham,NC
Durham Technical Community College,admissions@durhamtech.edu,Durham,NC
Elizabeth City State University,admissions@ecsu.edu,Elizabeth City,NC
East Carolina University,admissions@ecu.edu,Greenville,NC
Elon University,admissions@elon.edu,Elon,NC
Fayetteville Technical Community College,admissions@faytechcc.edu,Fayetteville,NC
Forsyth Technical Community College,admissions@forsythtech.edu,Winston-Salem,NC
Gardner-Webb University,admissions@gardner-webb.edu,Boiling Springs,NC
Gaston College,admissions@gaston.edu,Dallas,NC
Guilford Technical Community College,admissions@gtcc.edu,Jamestown,NC
Heritage Bible College,admissions@heritagebiblecollege.edu,Dunn,NC
High Point University,admissions@highpoint.edu,High Point,NC
Isothermal Community College,admissions@isothermal.edu,Spindale,NC
Lenoir Community College,admissions@lenoircc.edu,Kinston,NC
Lees McRae College,admissions@lmc.edu,Banner Elk,NC
Methodist University,admissions@methodist.edu,Fayetteville,NC
The University of Mount Olive,admissions@umo.edu,Mount Olive,NC
Montgomery Community College,admissions@montgomery.edu,Troy,NC
North Carolina Central University,admissions@nccu.edu,Durham,NC
North Carolina School of Science and Mathematics,admissions@ncssm.edu,Durham,NC
North Carolina State University,admissions@ncsu.edu,Raleigh,NC
North Carolina Wesleyan College,admissions@ncwc.edu,Rocky Mount,NC
New Life Theological Seminary,admissions@nlts.edu,Charlotte,NC
University of North Carolina,admissions@northcarolina.edu,Wilmington,NC
Piedmont Community College,admissions@piedmontcc.edu,Roxboro,NC
Pitt Community College,admissions@pittcc.edu,Greenville,NC
Queens University of Charlotte,admissions@queens.edu,Charlotte,NC
Randolph Community College,admissions@randolph.edu,Asheboro,NC
Roanoke-Chowan Community College,admissions@roanokechowan.edu,Ahoskie,NC
Salem College,admissions@salem.edu,Winston-Salem,NC
Sampson Community College,admissions@sampsoncc.edu,Clinton,NC
Sandhills Community College,admissions@sandhills.edu,Pinehurst,NC
Saint Andrews University,admissions@sapc.edu,Laurinburg,NC
Southeastern Community College,admissions@sccnc.edu,Whiteville,NC
Southeastern Baptist Theological Seminary,admissions@sebts.edu,Wake Forest,NC
Shaw University,admissions@shawu.edu,Raleigh,NC
Southwestern Community College,admissions@southwesterncc.edu,Sylva,NC
South Piedmont Community College,admissions@spcc.edu,(multiple locations),NC
Stanly Community College,admissions@stanly.edu,(multiple locations),NC
Saint Augustine's University,admissions@st-aug.edu,Raleigh,NC
University of North Carolina at Chapel Hill,admissions@unc.edu,Chapel Hill,NC
University of North Carolina Asheville,admissions@unca.edu,Asheville,NC
University of North Carolina Charlotte,admissions@uncc.edu,Charlotte,NC
University of North Carolina Greensboro,admissions@uncg.edu,Greensboro,NC
University of North Carolina Pembroke,admissions@uncp.edu,Pembroke,NC
University of North Carolina School of the Arts,admissions@uncsa.edu,Winston-Salem,NC
University of North Carolina Wilmington,admissions@uncw.edu,Wilmington,NC
Vance-Granville Community College,admissions@vgcc.edu,Henderson,NC
Wake Technical Community College,admissions@waketech.edu,Raleigh,NC
Warren Wilson College,admissions@warren-wilson.edu,Asheville,NC
Western Carolina University,admissions@wcu.edu,Cullowhee,NC
Wake Forest University,admissions@wfu.edu,Winston-Salem,NC
Western Piedmont Community College,admissions@wpcc.edu,Morganton,NC
Winston-Salem State University,admissions@wssu.edu,Winston-Salem,NC
Dakota College at Bottineau,admissions@dakotacollege.edu,Bottineau,ND
Mayville State University,admissions@mayvillestate.edu,Mayville,ND
Minot State University,admissions@minotstateu.edu,Minot,ND
North Dakota State University,admissions@ndsu.edu,Fargo,ND
North Dakota University System,admissions@ndus.edu,Bismarck,ND
Turtle Mountain Community College,admissions@tm.edu,Belcourt,ND
University of North Dakota,admissions@und.edu,Grand Forks,ND
United Tribes Technical College,admissions@utcc.edu,Bismarck,ND
Valley City State University,admissions@vcsu.edu,Valley City,ND
Williston State College,admissions@willistonstate.edu,Williston,ND
Bellevue University,admissions@bellevue.edu,Bellevue,NE
Bryan College of Health Sciences,admissions@bryanhealth.com,(multiple locations),NE
Creighton University,admissions@creighton.edu,Omaha,NE
Chadron State College,admissions@csc.edu,Chadron,NE
Concordia University Nebraska,admissions@cune.edu,Seward,NE
Joseph's College,admissions@josephscollege.edu,(multiple locations),NE
Little Priest Tribal College,admissions@littlepriest.edu,Winnebago,NE
Mid-Plains Community College,admissions@mpcc.edu,North Platte,NE
University of Nebraska,admissions@nebraska.edu,Lincoln,NE
Northeast Community College,admissions@northeast.edu,Norfolk,NE
Union College,admissions@ucollege.edu,Lincoln,NE
University of Nebraska at Kearney,admissions@unk.edu,Kearney,NE
University of Nebraska at Lincoln,admissions@unl.edu,Lincoln,NE
University of Nebraska Medical Center,admissions@unmc.edu,Omaha,NE
University of Nebraska Omaha,admissions@unomaha.edu,Omaha,NE
Wayne State College,admissions@wsc.edu,Wayne,NE
Saint Anselm College,admissions@anselm.edu,Manchester,NH
Antioch University New England,admissions@antiochne.edu,Keene,NH
Community College System of New Hampshire,admissions@ccsnh.edu,(multiple locations),NH
Colby Sawyer College,admissions@colby-sawyer.edu,New London,NH
Dartmouth College,admissions@dartmouth.edu,Hanover,NH
Phillips Exeter Academy,admissions@exeter.edu,Exeter,NH
Granite State College,admissions@granite.edu,Concord,NH
Keene State College,admissions@keene.edu,Keene,NH
Manchester Community College,admissions@mccnh.edu,Manchester,NH
Mount Washington College,admissions@mountwashington.edu,(multiple locations),NH
Nashua Community College,admissions@nashuacc.edu,Nashua,NH
New England College,admissions@nec.edu,Henniker,NH
NHTI Concord's Community College,admissions@nhti.edu,Concord,NH
Plymouth State University,admissions@plymouth.edu,Plymouth,NH
Rivier University,admissions@rivier.edu,Nashua,NH
Southern New Hampshire University,admissions@snhu.edu,Manchester,NH
University of New Hampshire,admissions@unh.edu,Durham,NH
White Mountains Community College,admissions@wmcc.edu,Berlin,NH
Atlantic Cape Community College,admissions@atlantic.edu,(multiple locations),NJ
Burlington County College,admissions@bcc.edu,Pemberton,NJ
Bergen Community College,admissions@bergen.edu,Paramus,NJ
Brookdale Community College,admissions@brookdalecc.edu,Lincroft,NJ
Centenary College of New Jersey,admissions@centenarycollege.edu,Hackettstown,NJ
Drew University,admissions@drew.edu,Madison,NJ
Eastwick College,admissions@eastwickcollege.edu,Ramsey,NJ
Fairleigh Dickinson University,admissions@fdu.edu,Hackensack,NJ
Felician College,admissions@felician.edu,Lodi,NJ
Fortis Institute,admissions@fortis.edu,Lawrence Township,NJ
Georgian Court University,admissions@georgian.edu,Lakewood,NJ
Kean University,admissions@kean.edu,Union,NJ
Mercer County Community College,admissions@mccc.edu,West Windsor,NJ
Middlesex County College,admissions@middlesexcc.edu,Edison,NJ
Monmouth University,admissions@monmouth.edu,West Long Branch,NJ
Montclair State University,admissions@montclair.edu,Montclair,NJ
New Jersey City University,admissions@njcu.edu,Jersey City,NJ
New Jersey Institute of Technology,admissions@njit.edu,Newark,NJ
Ocean County College,admissions@ocean.edu,Toms River,NJ
Princeton University,admissions@princeton.edu,Princeton,NJ
Princeton Theological Seminary,admissions@ptsem.edu,Princeton,NJ
Ramapo College of New Jersey,admissions@ramapo.edu,Mahwah,NJ
Raritan Valley Community College,admissions@raritanval.edu,Branchburg,NJ
Rider University,admissions@rider.edu,Lawrenceville,NJ
Rowan University,admissions@rowan.edu,Glassboro,NJ
Rutgers University,admissions@rutgers.edu,Piscataway Township,NJ
Seton Hall University,admissions@shu.edu,South Orange,NJ
Stenotech Career Institute,admissions@stenotech.edu,Piscataway Township,NJ
Stevens Institute of Technology,admissions@stevens.edu,Hoboken,NJ
Stockton College,admissions@stockton.edu,Galloway,NJ
Sussex County Community College,admissions@sussex.edu,Newton,NJ
The College of New Jersey,admissions@tcnj.edu,Ewing,NJ
Thomas Edison State College,admissions@tesc.edu,Trenton,NJ
William Paterson University,admissions@wpunj.edu,Wayne,NJ
County College of Morris,admissions@ccm.edu,Randolph,NJ
Camden County College,admissions@camdencc.edu,(multiple locations),NJ
Passaic County Community College,admissions@pccc.edu,Paterson,NJ
Ross University,admissions@rossu.edu,North Brunswick,NJ
Central New Mexico,admissions@cnm.edu,Albuquerque,NM
Eastern New Mexico University,admissions@enmu.edu,Portales,NM
New Mexico Highlands University,admissions@nmhu.edu,Las Vegas,NM
New Mexico State University,admissions@nmsu.edu,Las Cruces,NM
New Mexico State University Alamogordo,admissions@nmsua.edu,Alamogordo,NM
New Mexico Institute of Mining and Technology,admissions@nmt.edu,Socorro,NM
Northern New Mexico College,admissions@nnmc.edu,(multiple locations),NM
San Juan College,admissions@sanjuancollege.edu,Farmington,NM
Southwestern College,admissions@swc.edu,Santa Fe,NM
Univeristy of New Mexico,admissions@unm.edu,Albuquerque,NM
University of the Southwest,admissions@usw.edu,Hobbs,NM
College of Southern Nevada,admissions@csn.edu,Henderson,NV
Great Basin College,admissions@gbcnv.edu,Elko,NV
Pima Medical Institute,admissions@pmi.edu,Las Vegas,NV
Sierra Nevada College,admissions@sierranevada.edu,Incline Village,NV
Truckee Meadows Community College,admissions@tmcc.edu,Reno,NV
University of Nevada Las Vegas,admissions@unlv.edu,Las Vegas,NV
University of Nevada Reno,admissions@unr.edu,Reno,NV
Western Nevada College,admissions@wnc.edu,Carson City,NV
Adelphi University,admissions@adelphi.edu,Garden City,NY
University at Albany,admissions@albany.edu,Albany,NY
Alfred University,admissions@alfred.edu,Alfred,NY
The American Musical and Dramatic Academy,admissions@amda.edu,New York,NY
ASA College,admissions@asa.edu,New York,NY
Bard College,admissions@bard.edu,Annandale-on-Hudson,NY
Barnard College,admissions@barnard.edu,New York,NY
Binghamton University,admissions@binghamton.edu,Binghamton,NY
The College at Brockport,admissions@brockport.edu,Brockport,NY
University at Buffalo,admissions@buffalo.edu,Buffalo,NY
Buffalo State University,admissions@buffalostate.edu,Buffalo,NY
Cazenovia College,admissions@cazenovia.edu,Cazenovia,NY
Clarkson University,admissions@clarkson.edu,Potsdam,NY
Clinton Community College,admissions@clinton.edu,Plattsburgh,NY
The College of New Rochelle,admissions@cnr.edu,New Rochelle,NY
Cobleskill University,admissions@cobleskill.edu,Cobleskill,NY
Colgate University,admissions@colgate.edu,Hamilton,NY
Columbia University in the City of New York,admissions@columbia.edu,New York,NY
Concordia College New York,admissions@concordia-ny.edu,Bronxville,NY
The Cooper Union,admissions@cooper.edu,New York,NY
Cornell University,admissions@cornell.edu,Ithaca,NY
Cortland College,admissions@cortland.edu,Cortland,NY
The City University of New York,admissions@cuny.edu,New York,NY
The College of Westchester,admissions@cw.edu,White Plains,NY
Daemen College,admissions@daemen.edu,Amherst,NY
Dominican College,admissions@dc.edu,Orangeburg,NY
Delhi State University of New York,admissions@delhi.edu,Delhi,NY
Dowling College,admissions@dowling.edu,Long Island,NY
D'Youville College,admissions@dyc.edu,Buffalo,NY
Erie Community College State University of New York,admissions@ecc.edu,Orchard Park,NY
Elim Bible Institute,admissions@elim.edu,Lima,NY
Elmira College,admissions@elmira.edu,Elmira,NY
Empire State College,admissions@esc.edu,Saratoga Springs,NY
College of Environmental Science and Forestry,admissions@esf.edu,Syracuse,NY
Farmingdale State College,admissions@farmingdale.edu,Farmingdale,NY
Fashion Institute of Technology,admissions@fitnyc.edu,New York,NY
Finger Lakes Community College,admissions@flcc.edu,Canandaigua,NY
Fordham University,admissions@fordham.edu,Bronx,NY
Fredonia University,admissions@fredonia.edu,Fredonia,NY
Five Towns College,admissions@ftc.edu,Long Island,NY
Geneseo University,admissions@geneseo.edu,Geneseo,NY
Globe Institute of Technology,admissions@globe.edu,New York,NY
The General Theological Seminary,admissions@gts.edu,New York,NY
Hamilton College,admissions@hamilton.edu,Clinton,NY
Hartwick College,admissions@hartwick.edu,Oneonta,NY
Herkimer College,admissions@herkimer.edu,Herkimer,NY
Hofstra University,admissions@hofstra.edu,Hempstead,NY
Hudson Valley Community College,admissions@hvcc.edu,Troy,NY
Hobart and William Smith Colleges,admissions@hws.edu,Geneva,NY
Institute of Design and Construction,admissions@idc.edu,Brooklyn,NY
Iona College,admissions@iona.edu,New Rochelle,NY
Ithaca College,admissions@ithaca.edu,Ithaca,NY
The Jewish Theological Seminary,admissions@jtsa.edu,New York,NY
The Juilliard School,admissions@juilliard.edu,New York,NY
Keuka College,admissions@keuka.edu,Keuka Park,NY
Lehman College,admissions@lehman.edu,Bronx,NY
Le Moyne,admissions@lemoyne.edu,Syracuse,NY
Lim College,admissions@limcollege.edu,New York,NY
Long Island University,admissions@liu.edu,Brookville,NY
Manhattan College,admissions@manhattan.edu,Riverdale,NY
Marist College,admissions@marist.edu,Poughkeepsie,NY
Metropolitan College of New York,admissions@mcny.edu,New York,NY
Mercy College,admissions@mercy.edu,Dobbs Ferry,NY
Marymount Manhattan College,admissions@mmm.edu,New York,NY
Monroe Community College,admissions@monroecc.edu,Rochester,NY
Morrisville State College,admissions@morrisville.edu,Morrisville,NY
Mount Saint Marry College,admissions@msmc.edu,Newburgh,NY
Icahn School of Medicine at Mount Sinai,admissions@mssm.edu,New York,NY
Manhattanville College,admissions@mville.edu,Purchase,NY
Nazareth College,admissions@naz.edu,Rochester,NY
Nassau Community College,admissions@ncc.edu,Garden City,NY
New Paltz,admissions@newpaltz.edu,New Paltz,NY
The New School,admissions@newschool.edu,New York,NY
Niagara University,admissions@niagara.edu,Niagara University,NY
Nyack College,admissions@nyack.edu,Nyack,NY
New York College of Health Professions,admissions@nycollege.edu,Long Island,NY
New York Film Academy,admissions@nyfa.edu,New York,NY
New York Institute of Technology,admissions@nyit.edu,Old Westbury,NY
New York University,admissions@nyu.edu,New York,NY
State University of New York at Oneonta,admissions@oneonta.edu,Oneonta,NY
State University of New York at Oswego,admissions@oswego.edu,Oswego,NY
Pace University,admissions@pace.edu,New York,NY
Paul Smith's College,admissions@paulsmiths.edu,Paul Smiths,NY
State University of New York at Plattsburgh,admissions@plattsburgh.edu,Plattsburgh,NY
State University of New York at Potsdam,admissions@potsdam.edu,Potsdam,NY
Pratt Institute,admissions@pratt.edu,Brooklyn,NY
Purchase College,admissions@purchase.edu,Purchase,NY
Rochester Institute of Technology,admissions@rit.edu,Rochester,NY
Roberts Wesleyan College,admissions@roberts.edu,Rochester,NY
University of Rochester,admissions@rochester.edu,Rochester,NY
Rensselaer Polytechnic Institute,admissions@rpi.edu,Troy,NY
The Sages Colleges,admissions@sage.edu,Troy,NY
Saint Bonaventure University,admissions@sbu.edu,Saint Bonaventure,NY
The New York Conservatory for Dramatic Arts,admissions@sft.edu,New York,NY
Siena College,admissions@siena.edu,Loudonville,NY
Saint John Fisher College,admissions@sjfc.edu,Rochester,NY
Skidmore College,admissions@skidmore.edu,Saratoga Springs,NY
Sarah Lawrence College,admissions@slc.edu,Yonkers,NY
Saint Bernard's School of Theology and Ministry,admissions@stbernards.edu,Rochester,NY
Saint John's University,admissions@stjohns.edu,Queens,NY
Saint Lawrence University,admissions@stlawu.edu,Canton,NY
Stony Brook University,admissions@stonybrook.edu,Stony Brook,NY
Stony Brook Medicine,admissions@stonybrookmedicine.edu,Stony Brook,NY
The College of Saint Rose,admissions@strose.edu,Albany,NY
State University of New York,admissions@suny.edu,(multiple locations),NY
State University of New York at Adirondack,admissions@sunyacc.edu,Queensbury,NY
State University of New Institute of Technology,admissions@sunyit.edu,Utica,NY
Jamestown Community College,admissions@sunyjcc.edu,Jamestown,NY
Orange County Community College,admissions@sunyorange.edu,Middletown,NY
Rockland Community College,admissions@sunyrockland.edu,Suffern,NY
Suffolk County Community College,admissions@sunysuffolk.edu,(multiple locations),NY
Westchester Community College,admissions@sunywcc.edu,Valhalla,NY
Syracuse University,admissions@syr.edu,Syracuse,NY
Tompkins Cortland Community College,admissions@tc3.edu,Dryden,NY
The Touro College and University System,admissions@touro.edu,New York,NY
Touro College Jacob D. Fuchsberg Law Center,admissions@tourolaw.edu,Central Islip,NY
Union College,admissions@union.edu,Schenectady,NY
Upstate Medical University,admissions@upstate.edu,Syracuse,NY
United States Military Academy West Point,admissions@usma.edu,West Point,NY
Utica College,admissions@utica.edu,Utica,NY
Vassar College,admissions@vassar.edu,Poughkeepsie,NY
Wagner College,admissions@wagner.edu,Staten Island,NY
Wells College,admissions@wells.edu,Aurora,NY
Yeshiva University,admissions@yu.edu,New York,NY
Canton State University of New York,admissions@canton.edu,Canton,NY
Excelsior College,admissions@excelsior.edu,Albany,NY
Culinary Institute of America,admissions@ciachef.edu,Hyde Park,NY
Ashland University,admissions@ashland.edu,Ashland,OH
Aultman College of Nursing and Health Sciences,admissions@aultmancollege.edu,Canton,OH
Belmont College,admissions@belmontcollege.edu,Saint Clairsville,OH
Bowling Green State University,admissions@bgsu.edu,Bowling Green,OH
Baldwin Wallace University,admissions@bw.edu,Berea,OH
Capital University,admissions@capital.edu,Columbus,OH
Case Western Reserve University,admissions@case.edu,Cleveland,OH
Cincinnati College of Mortuary Science,admissions@ccms.edu,Cincinnati,OH
Cedarville University,admissions@cedarville.edu,Cedarville,OH
Central State University,admissions@centralstate.edu,Wilberforce,OH
Cincinnati State Technical and Community College,admissions@cincinnatistate.edu,Cincinnati,OH
Central Ohio Technical College,admissions@cotc.edu,Newark,OH
Columbus State Community College,admissions@cscc.edu,Columbus,OH
Cleveland State University,admissions@csuohio.edu,Cleveland,OH
Western Reserve University,admissions@cwru.edu,Cleveland,OH
Defiance College,admissions@defiance.edu,Defiance,OH
Denison University,admissions@denison.edu,Granville,OH
The University of Findlay,admissions@findlay.edu,Findlay,OH
Franklin University,admissions@franklin.edu,Columbus,OH
Heidelberg University,admissions@heidelberg.edu,Tiffin,OH
Hiram College,admissions@hiram.edu,Hiram,OH
Hocking College,admissions@hocking.edu,Nelsonville,OH
John Carroll University,admissions@jcu.edu,University Heights,OH
Kettering College,admissions@kc.edu,Kettering,OH
Kent State University,admissions@kent.edu,Kent,OH
Kenyon College,admissions@kenyon.edu,Gambier,OH
Lakeland Community College,admissions@lakelandcc.edu,Kirtland,OH
Lima Central Catholic High School,admissions@lcchs.edu,Lima,OH
Lorain County Community College,admissions@lorainccc.edu,Elyria,OH
Malone University,admissions@malone.edu,Canton,OH
Marietta College,admissions@marietta.edu,Marietta,OH
Miami University,admissions@miamioh.edu,Oxford,OH
University of Mount Union,admissions@mountunion.edu,Alliance,OH
Mount Saint Joseph University,admissions@msj.edu,Cincinnati,OH
Muskingum University,admissions@muskingum.edu,New Concord,OH
Mount Vernon Nazarene University,admissions@mvnu.edu,Mount Vernon,OH
North Central State College,admissions@ncstatecollege.edu,Mansfield,OH
Oberlin College and Conservatory,admissions@oberlin.edu,Oberlin,OH
Ohio University,admissions@ohio.edu,Athens,OH
Ohio Dominican University,admissions@ohiodominican.edu,Columbus,OH
Ohio State University,admissions@osu.edu,Columbus,OH
Ohio Northern University,admissions@onu.edu,Ada,OH
Otterbein University,admissions@otterbein.edu,Westerville,OH
Owens Community College,admissions@owens.edu,Perrysburg,OH
Ohio Wesleyan University,admissions@owu.edu,Delaware,OH
University of Rio Grande,admissions@rio.edu,Rio Grande,OH
Shawnee State University,admissions@shawnee.edu,Portsmouth,OH
Sinclair Community College,admissions@sinclair.edu,Dayton,OH
Tiffin University,admissions@tiffin.edu,Tiffin,OH
Cuyahoga Community College,admissions@tri-c.edu,Cleveland,OH
The University of Akron,admissions@uakron.edu,Akron,OH
University of Cincinnati,admissions@uc.edu,Cincinnati,OH
University of Cincinnati Blue Ash,admissions@ucblueash.edu,Blue Ash,OH
University of Cincinnati Clermont,admissions@ucclermont.edu,Batavia,OH
University of Dayton,admissions@udayton.edu,Dayton,OH
Urbana University,admissions@urbana.edu,Urbana,OH
Ursuline College,admissions@ursuline.edu,Pepper Pike,OH
University of Toledo,admissions@utoledo.edu,Toledo,OH
Walsh University,admissions@walsh.edu,North Canton,OH
Wilmington College,admissions@wilmington.edu,Wilmington,OH
Wittenberg University,admissions@wittenberg.edu,Springfield,OH
The College of Wooster,admissions@wooster.edu,Wooster,OH
Wright State University,admissions@wright.edu,Dayton,OH
Xavier University,admissions@xavier.edu,Cincinnati,OH
Youngstown State University,admissions@ysu.edu,Youngstown,OH
Ohio State University,admissions@osu.edu,Columbia,OH
Cameron University,admissions@cameron.edu,Lawton,OK
Connors State College,admissions@connorsstate.edu,(multiple locations),OK
East Central University,admissions@ecok.edu,Ada,OK
Langston University,admissions@langston.edu,Langston,OK
Mid-America Christian University,admissions@macu.edu,Oklahoma City,OK
Meridian Technology Center,admissions@meridiantech.edu,Stillwater,OK
Northeastern State University,admissions@nsuok.edu,Tahlequah,OK
Northwestern Oklahoma State University,admissions@nwosu.edu,Alva,OK
Oklahoma Christian University,admissions@oc.edu,Edmond,OK
Oklahoma City Community College,admissions@occc.edu,Oklahoma City,OK
Oklahoma City University,admissions@okcu.edu,Oklahoma City,OK
Oklahoma State University,admissions@okstate.edu,Stillwater,OK
Oral Roberts University,admissions@oru.edu,Tulsa,OK
Oklahoma State University Institue of Technology,admissions@osuit.edu,Okmulgee,OK
Oklahoma State University,admissions@osuokc.edu,Oklahoma City,OK
The University of Oklahoma,admissions@ou.edu,Norman,OK
The University of Oklahoma Health Sciences Center,admissions@ouhsc.edu,Oklahoma City,OK
Rose State College,admissions@rose.edu,Oklahoma City,OK
Rogers State University,admissions@rsu.edu,Claremore,OK
Southeastern Oklahoma State University,admissions@se.edu,Durant,OK
Southwestern Christian University,admissions@swcu.edu,Bethany,OK
Southwestern Oklahoma State Univeristy,admissions@swosu.edu,Weatherford,OK
Tulsa Community College,admissions@tulsacc.edu,Tulsa,OK
University of Central Oklahoma,admissions@uco.edu,Edmond,OK
University of Science and Arts of Oklahoma,admissions@usao.edu,Chickasha,OK
University of Tulsa,admissions@utulsa.edu,Tulsa,OK
Western Oklahoma State College,admissions@wosc.edu,Altus,OK
Blue Mountain Community College,admissions@bluecc.edu,Pendleton,OR
Clatsop Community College,admissions@clatsopcc.edu,Astoria,OR
Central Oregon Community College,admissions@cocc.edu,Bend,OR
Columbia School of English,admissions@cs.edu,Portland,OR
Concordia University Portland Oregon,admissions@cu-portland.edu,Portland,OR
Eastern Oregon University,admissions@eou.edu,La Grande,OR
George Fox University,admissions@georgefox.edu,Newberg,OR
Lane Community College,admissions@lanecc.edu,Eugene,OR
Lewis and Clark,admissions@lclark.edu,Portland,OR
Linfield College,admissions@linfield.edu,McMinnville,OR
Linn-Benton Community College,admissions@linnbenton.edu,Albany,OR
Marylhurst University,admissions@marylhurst.edu,Marylhurst,OR
National College of Natural Medicine,admissions@ncnm.edu,Portland,OR
Oregon Health and Science University,admissions@ohsu.edu,Portland,OR
Oregon State University,admissions@oregonstate.edu,Corvallis,OR
Pacific University Oregon,admissions@pacificu.edu,Forest Grove,OR
Portland Community College,admissions@pcc.edu,Portland,OR
Portland State University,admissions@pdx.edu,Portland,OR
Reed College,admissions@reed.edu,Portland,OR
Rogue Community College,admissions@roguecc.edu,Grants Pass,OR
Southwestern Oregon Community College,admissions@socc.edu,Coos Bay,OR
Southern Oregon University,admissions@sou.edu,Ashland,OR
University of Oregon,admissions@uoregon.edu,Eugene,OR
University of Portland,admissions@up.edu,Portland,OR
Warner Pacific College,admissions@warnerpacific.edu,Portland,OR
